﻿Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At
"spotify:track:43vogJuwfUWtkN8ko3yXou","The Pallid Mask","High On Fire","Electric Messiah","1","5","315822","spotify:user:mmccaff","2019-05-15T21:25:24Z"
"spotify:track:2HF4GbiUZVc4PQEqkPUVcT","God Of The Godless","High On Fire","Electric Messiah","1","6","320025","spotify:user:mmccaff","2019-05-15T21:25:24Z"
"spotify:track:07zomngiICjgX5LWRytx9w","Freebooter","High On Fire","Electric Messiah","1","7","297701","spotify:user:mmccaff","2019-05-15T21:25:24Z"
"spotify:track:4RAK2MvBBrn4S1YaTZETK3","The Witch And The Christ","High On Fire","Electric Messiah","1","8","392992","spotify:user:mmccaff","2019-05-15T21:25:24Z"
"spotify:track:0zRNlHDy6rBBFtT29lRj08","Drowning Dog","High On Fire","Electric Messiah","1","9","403524","spotify:user:mmccaff","2019-05-15T21:25:24Z"
"spotify:track:2J85qRmrxqLVeaIHUfQo7K","Ocean Planet","Gojira","From Mars to Sirius","1","1","332760","spotify:user:mmccaff","2019-05-15T21:28:48Z"
"spotify:track:3vWx45bv3MUDpxHEq2SlGa","Backbone","Gojira","From Mars to Sirius","1","2","258266","spotify:user:mmccaff","2019-05-15T21:28:48Z"
"spotify:track:7fVNEKI7aAaZc1T7JkLmub","From The Sky","Gojira","From Mars to Sirius","1","3","348013","spotify:user:mmccaff","2019-05-15T21:28:48Z"
"spotify:track:03C8y1en48wMpca3qomxqF","Unicorn","Gojira","From Mars to Sirius","1","4","129280","spotify:user:mmccaff","2019-05-15T21:28:48Z"
"spotify:track:0rtTCrUcfC0v1b1jfjvfi0","Where Dragons Dwell","Gojira","From Mars to Sirius","1","5","414106","spotify:user:mmccaff","2019-05-15T21:28:48Z"
"spotify:track:59QBQwPLf2AlUEeQOqZv5p","The Heaviest Matter Of The Universe","Gojira","From Mars to Sirius","1","6","237840","spotify:user:mmccaff","2019-05-15T21:28:48Z"
"spotify:track:5tEDjnDqhW92i1zzx3f5wn","Flying Whales","Gojira","From Mars to Sirius","1","7","464453","spotify:user:mmccaff","2019-05-15T21:28:48Z"
"spotify:track:1NbtYZo9zv49dSRHyU3rED","In The Wilderness","Gojira","From Mars to Sirius","1","8","467306","spotify:user:mmccaff","2019-05-15T21:28:48Z"
"spotify:track:7k5K529BF0y6yEbDVoJr34","World To Come","Gojira","From Mars to Sirius","1","9","412893","spotify:user:mmccaff","2019-05-15T21:28:48Z"
"spotify:track:4gdSgHwfMeB6Ri5fS43SUW","From Mars","Gojira","From Mars to Sirius","1","10","144786","spotify:user:mmccaff","2019-05-15T21:28:48Z"
