﻿Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At
"spotify:track:3hHR2o77hKJpTSbz4pHISc","Spanish Air","Slowdive","Just For A Day","1","1","362626","spotify:user:","2019-11-23T03:53:26Z"
"spotify:track:2IWtloZYQDcP8Ashwx8QEF","Black Out Days","Phantogram","Voices","1","2","227160","spotify:user:","2019-11-23T03:53:26Z"
"spotify:track:2u7vJ9wosDz0aO0hzbSF8Z","23","Blonde Redhead","23 (Standard)","1","1","318800","spotify:user:","2019-11-23T03:53:26Z"
"spotify:track:378VEsZih2GTdGmuhPFQ6f","Bed of Nails","Texas In July","Texas in July (Deluxe Edition)","1","5","177386","spotify:user:","2019-11-23T03:53:26Z"
"spotify:track:58LwagSpbHNBrIr6kyb0cD","Celia's Dream","Slowdive","Just For A Day","1","2","249493","spotify:user:","2019-11-23T03:53:26Z"
"spotify:track:5aDylkK93g6SvfTPJTXq4L","Mockingbeat","TOOL","Fear Inoculum","1","10","125938","spotify:user:","2019-11-23T03:53:26Z"
"spotify:track:5njlmVIx9hXjgySt93MWRp","Spring And By Summer Fall","Blonde Redhead","23 (Standard)","1","5","255573","spotify:user:","2019-11-23T03:53:26Z"
"spotify:track:00RYw42tKwXecTaVay3BKl","Howling At The Moon","Phantogram","Voices","1","6","238186","spotify:user:","2019-11-23T03:53:26Z"
"spotify:track:2HgFCnM3pqhoHxkx8WIVHw","West","Pinback","Blue Screen Life","1","11","230093","spotify:user:","2019-11-23T03:53:26Z"
"spotify:track:1D5IUaypUrzUaqFIFgQ1KH","Be Aggressive","Faith No More","Angel Dust","1","9","222440","spotify:user:","2019-11-23T03:53:26Z"
"spotify:track:46XOHK5QfCC83yg5SOGjZk","Bottom","TOOL","Undertow","1","4","433813","spotify:user:","2019-11-23T03:53:26Z"
"spotify:track:3XWL3vnY0fIT5416rWBe7C","Never Going Home","Phantogram","Voices","1","4","274240","spotify:user:","2019-11-23T03:53:26Z"
"spotify:track:2cVd6i2DusTXYOx4BOvWGp","Top Ranking","Blonde Redhead","23 (Standard)","1","9","207053","spotify:user:","2019-11-23T03:53:26Z"
"spotify:track:5slYuYUWdufLkFpMGUHB8F","C4","Texas In July","Texas in July (Deluxe Edition)","1","7","221640","spotify:user:","2019-11-23T03:53:26Z"
"spotify:track:6WnM7Vgor1yuUHDerQtHue","Skull 'n' Bones","Zomboy","The Outbreak","1","5","233357","spotify:user:","2019-11-23T03:53:26Z"
"spotify:track:4AEX3oWCqLrclYTjLyRW3n","Bad Dreams","Phantogram","Voices","1","7","258893","spotify:user:","2019-11-23T03:53:26Z"
"spotify:track:7vQpPnkAKY5jKbzAAWHvC3","Publisher","Blonde Redhead","23 (Standard)","1","7","241693","spotify:user:","2019-11-23T03:53:26Z"
"spotify:track:3Ar8kyxxizbj494Uw89Vkj","Repressed Memories","Texas In July","Texas in July (Deluxe Edition)","1","6","215120","spotify:user:","2019-11-23T03:53:26Z"
"spotify:track:5q4L6JyoEY3VN5pOSbgjS8","Swamp Song","TOOL","Undertow","1","6","331853","spotify:user:","2019-11-23T03:53:26Z"
"spotify:track:5imUTBF35uIoABlV9g9da2","Fall In Love","Phantogram","Voices","1","3","223226","spotify:user:","2019-11-23T03:53:26Z"
"spotify:track:3ar0euR40jkPyLq9SxjMin","A Small Victory","Faith No More","Angel Dust","1","10","297133","spotify:user:","2019-11-23T03:53:26Z"
"spotify:track:3KMeZjFLgFezUYGbcLpDk9","Airborne","Zomboy","The Outbreak","1","3","330000","spotify:user:","2019-11-23T03:53:26Z"
"spotify:track:0QwLXiZIF9wFkEGW9INVOe","Erik's Song","Slowdive","Just For A Day","1","5","265666","spotify:user:","2019-11-23T03:53:26Z"
"spotify:track:3tgKPIjhpelqSeKbDzaG3c","Nothing But Trouble","Phantogram","Voices","1","1","245053","spotify:user:","2019-11-23T03:53:26Z"
